,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
92,240114279,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2130,1,Central,138,1,330,BURGLARY FROM VEHICLE,0344 0329 1609 1307,26,M,B,101.0,STREET,,,IC,Invest Cont,330,,,,E  3RD                          ST,CROCKER                      ST,34.0463,-118.2402
93,240509913,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,605,5,Harbor,524,2,354,THEFT OF IDENTITY,0922,37,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400    HAWAIIAN                     AV,,33.7734,-118.2763
94,241410929,07/06/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1600,14,Pacific,1477,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,6000 W  85TH                         ST,,33.9605,-118.3882
95,241909978,07/07/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1730,19,Mission,1999,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,7900    WOODMAN                      AV,,34.2144,-118.4309
96,241109087,07/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1800,11,Northeast,1195,1,330,BURGLARY FROM VEHICLE,0344 1302,30,F,O,714.0,DODGER STADIUM,,,IC,Invest Cont,330,,,,1000    VIN SCULLY                   AV,,34.0724,-118.2467
97,241009731,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2300,10,West Valley,1023,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,6900    CLAIRE                       AV,,34.1958,-118.5503
98,241410924,07/05/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1300,14,Pacific,1412,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,PACIFIC                      AV,26TH                         ST,33.9933,-118.4765
99,240408595,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1800,4,Hollenbeck,455,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,300    CORNWELL                     ST,,34.0477,-118.2097
100,241213157,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1745,12,77th Street,1269,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 0344 0385 1822 1300,34,M,H,101.0,STREET,,,IC,Invest Cont,331,,,,400 E  84TH                         PL,,33.9619,-118.2673
101,241609281,07/12/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1015,16,Foothill,1675,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,,,203.0,OTHER BUSINESS,,,AO,Adult Other,668,,,,9100    GLENOAKS                     BL,,34.2345,-118.3713
102,241213122,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1830,12,77th Street,1231,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,6200    KENISTON                     AV,,33.9835,-118.3418
103,241410932,07/06/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1700,14,Pacific,1453,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,4000    GLENCOE                      AV,,33.9918,-118.4446
104,240113899,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1120,1,Central,119,2,888,TRESPASSING,0910,0,M,O,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
105,241511744,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1330,15,N Hollywood,1548,1,330,BURGLARY FROM VEHICLE,1300 0344 1822 0325 1307 1302,47,M,W,108.0,PARKING LOT,,,IC,Invest Cont,330,,,,5400    FAIR                         AV,,34.1681,-118.3743
106,240510023,07/09/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1400,5,Harbor,569,1,310,BURGLARY,0329 0344,0,X,X,108.0,PARKING LOT,,,IC,Invest Cont,310,,,,900    SAMPSON                      WY,,33.7371,-118.279
107,240114005,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1000,1,Central,111,1,330,BURGLARY FROM VEHICLE,1609 0344 0329 1307,20,M,W,101.0,STREET,,,IC,Invest Cont,330,,,,500    BERNARD                      ST,,34.0669,-118.239
108,240113895,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,645,1,Central,119,2,888,TRESPASSING,0910,37,M,O,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
109,240113886,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,955,1,Central,132,2,888,TRESPASSING,0910,0,M,O,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
110,240408594,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,835,4,Hollenbeck,426,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,3300    PORTOLA                      AV,,34.0839,-118.1731
111,241511767,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1500,15,N Hollywood,1526,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,6500    TUJUNGA                      AV,,34.1849,-118.3834
112,240117638,08/27/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1700,1,Central,166,2,354,THEFT OF IDENTITY,0377 0930,44,X,P,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,400 E  7TH                          ST,,34.0421,-118.2469
113,241411205,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1040,14,Pacific,1412,1,330,BURGLARY FROM VEHICLE,0344 1601,31,M,B,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,330,,,,00    SUNSET                       AV,,33.9932,-118.4778
114,240312005,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2230,3,Southwest,398,1,330,BURGLARY FROM VEHICLE,1822 0344 1202 1601 1300,67,M,H,101.0,STREET,,,IC,Invest Cont,330,,,,700 W  41ST                         PL,,34.0078,-118.2859
115,241511738,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1019,15,N Hollywood,1543,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1822 1501,51,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,5400    BELLINGHAM                   AV,,34.1687,-118.3992
116,242110102,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1500,21,Topanga,2136,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,7500    REMMET                       AV,,34.2065,-118.6003
117,240113928,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1045,1,Central,119,2,888,TRESPASSING,0910,0,X,X,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
118,240709861,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1740,7,Wilshire,702,1,330,BURGLARY FROM VEHICLE,1300 1307 1822 0344,31,F,A,102.0,SIDEWALK,,,IC,Invest Cont,330,,,,700 N  STANLEY                      AV,,34.0837,-118.3563
119,240113953,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,820,1,Central,119,2,888,TRESPASSING,0910 1501,0,X,X,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
120,240610344,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1140,6,Hollywood,615,1,330,BURGLARY FROM VEHICLE,1822 0344 1300 1501,38,F,W,108.0,PARKING LOT,,,IC,Invest Cont,330,,,,2400    SAN MARCO                    DR,,34.1145,-118.3312
121,241310975,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1450,13,Newton,1321,2,888,TRESPASSING,0910 2004,0,M,W,942.0,MTA - EXPO LINE - LATTC/ORTHO INSTITUTE,,,IC,Invest Cont,888,,,,2400 S  FLOWER                       ST,,34.0293,-118.2736
122,241411235,07/13/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1342,14,Pacific,1433,2,354,THEFT OF IDENTITY,1501,23,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1600    VENICE                       BL,,33.9947,-118.4517
123,240408590,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1850,4,Hollenbeck,497,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,59,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,1300 S  CONCORD                      ST,,34.021,-118.208
124,241109101,07/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2330,11,Northeast,1132,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,3400    GRIFFITH PARK                BL,,34.1139,-118.2769
125,241909894,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2200,19,Mission,1913,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,14600    NURMI                        ST,,34.307,-118.4521
126,241811073,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,900,18,Southeast,1824,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,9500    AVALON                       BL,,33.9502,-118.2652
127,241710977,07/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1815,17,Devonshire,1758,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1602 0385,45,M,O,101.0,STREET,,,IC,Invest Cont,331,,,,10200    GAVIOTA                      AV,,34.2551,-118.4827
128,240113971,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,800,1,Central,162,1,522,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)",,0,,,104.0,DRIVEWAY,,,IC,Invest Cont,522,,,,700 W  9TH                          ST,,34.0462,-118.2585
129,240113947,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1320,1,Central,139,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,700 E  2ND                          ST,,34.0472,-118.2362
130,241511723,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,645,15,N Hollywood,1549,2,888,TRESPASSING,1501 0910,0,M,O,913.0,MTA - RED LINE - NORTH HOLLYWOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,888,,,,5300    LANKERSHIM                   BL,,34.172,-118.3789
131,240711200,09/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,45,7,Wilshire,774,2,354,THEFT OF IDENTITY,0929 1822 0100,37,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,1800    ALSACE                       AV,,34.0435,-118.3508
132,241109077,07/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1700,11,Northeast,1137,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,5100    GRANADA                      ST,,34.1101,-118.204
133,241410873,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2200,14,Pacific,1458,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,SLAUSON                      AV,COLBERT                      BL,33.998,-118.4108
134,240211828,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1239,2,Rampart,269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329 0603 0361 0913,60,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,1500 W  8TH                          ST,,34.0511,-118.2707
135,240113937,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2300,1,Central,143,1,510,VEHICLE - STOLEN,,0,,,108.0,PARKING LOT,,,IC,Invest Cont,510,,,,400 S  HILL                         ST,,34.0502,-118.2504
136,240113890,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,915,1,Central,119,2,888,TRESPASSING,0910 2004,0,M,O,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
137,240709856,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,640,7,Wilshire,784,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 1606 0344 1822,27,M,W,101.0,STREET,,,IC,Invest Cont,331,,,,MANSFIELD                    AV,WASHINGTON,34.0375,-118.3506
138,241009721,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1326,10,West Valley,1015,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325,0,M,W,405.0,CLOTHING STORE,,,IC,Invest Cont,442,,,,18200    SHERMAN                      WY,,34.2012,-118.5296
139,240114007,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1920,1,Central,182,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,25,F,C,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1000 S  HOPE                         ST,,34.0437,-118.2617
140,240709875,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1554,7,Wilshire,721,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385 1822,30,F,W,101.0,STREET,,,IC,Invest Cont,331,,,,100 S  WETHERLY                     DR,,34.0753,-118.3887
141,242110598,07/27/2024 12:00:00 AM,07/02/2024 12:00:00 AM,600,21,Topanga,2157,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420,,,,INDEPENDENCE                 AV,VANOWEN                      ST,34.1938,-118.5906
142,240114014,07/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1200,1,Central,139,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,100 S  ALAMEDA                      ST,,34.049,-118.2381
143,241411078,07/08/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1900,14,Pacific,1453,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0344,33,F,H,418.0,,,,AA,Adult Arrest,343,,,,13400    WASHINGTON                   BL,,33.9922,-118.4443
144,240114999,07/10/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1200,1,Central,139,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0394,45,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,300 S  SANTA FE                     AV,,34.0439,-118.2326
145,241411933,08/01/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1740,14,Pacific,1494,1,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 0344,31,M,H,212.0,TRANSPORTATION FACILITY (AIRPORT),500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,440,,,,300    WORLD                        WY,,33.9455,-118.4001
146,240113945,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1150,1,Central,161,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1501,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631
147,240408583,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,150,4,Hollenbeck,416,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 1307 0329,37,F,H,104.0,DRIVEWAY,,,IC,Invest Cont,740,,,,500 E  AVENUE 28,,34.081,-118.2077
148,240610333,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,18,6,Hollywood,644,2,354,THEFT OF IDENTITY,1822 0929 0930 1501,38,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,7100 W  SUNSET                       BL,,34.098,-118.3441
149,241009713,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,230,10,West Valley,1031,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,6400    CORBIN                       AV,,34.1857,-118.5622
150,241512247,07/24/2024 12:00:00 AM,07/02/2024 12:00:00 AM,107,15,N Hollywood,1506,2,354,THEFT OF IDENTITY,0377,52,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,7300    TUJUNGA                      AV,,34.203,-118.379
151,240610286,07/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1630,6,Hollywood,679,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,1000 N  ARDMORE                      AV,,34.0885,-118.3019
152,240113882,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,540,1,Central,118,2,888,TRESPASSING,0910 2004,0,M,O,967.0,MTA - GOLD LINE - CHINATOWN,,,IC,Invest Cont,888,,,,900 N  SPRING                       ST,,34.0635,-118.2357
153,240113884,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,730,1,Central,132,2,888,TRESPASSING,0910,0,M,O,135.0,MTA PROPERTY OR PARKING LOT,,,IC,Invest Cont,888,,,,200 S  HOPE                         ST,,34.0549,-118.2511
154,240114400,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1235,1,Central,138,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,44,M,O,101.0,STREET,,,IC,Invest Cont,330,,,,E  3RD                          ST,S  SAN PEDRO                    ST,34.0473,-118.2425
155,241609147,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1330,16,Foothill,1698,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,7900    DE GARMO                     AV,,34.214,-118.3531
156,241213087,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,531,12,77th Street,1203,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,1500 W  48TH                         ST,,34.0001,-118.3057
157,240312242,07/13/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1219,3,Southwest,355,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1300,42,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,3500 S  GRAMERCY                     PL,,34.0246,-118.3138
158,240311987,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1038,3,Southwest,397,2,354,THEFT OF IDENTITY,0100 0922 1822,33,F,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,1000 W  42ND                         ST,,34.0073,-118.2916
159,240600823,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2100,6,Hollywood,639,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0400 1402 1407 1419 0913 1813,73,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,998.0,,,5400    HOLLYWOOD                    BL,,34.1036,-118.3049
160,241109071,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1925,11,Northeast,1162,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,4600 W  SUNSET                       BL,,34.0982,-118.2896
161,240910208,07/08/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1500,9,Van Nuys,952,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,5400    KESTER                       AV,,34.1685,-118.4575
162,240211622,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1920,2,Rampart,256,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0104 0344,0,X,X,402.0,MARKET,,,IC,Invest Cont,442,,,,1700 W  6TH                          ST,,34.0573,-118.2699
163,240113955,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,715,1,Central,119,2,888,TRESPASSING,0910 1501,0,X,X,900.0,MTA - RED LINE - UNION STATION,,,IC,Invest Cont,888,,,,800 N  ALAMEDA                      ST,,34.0561,-118.2375
164,240408572,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,900,4,Hollenbeck,459,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,3100    MALABAR                      ST,,34.0459,-118.1968
165,241511868,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2238,15,N Hollywood,1543,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1814 0913 0329 0447,27,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745,,,,5200    WILKINSON                    AV,,34.1649,-118.4042
166,241710953,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1900,17,Devonshire,1752,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,9900    DE SOTO                      AV,,34.25,-118.5886
167,241009738,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1820,10,West Valley,1015,2,624,BATTERY - SIMPLE ASSAULT,1822 0400 0416 1420 2004,0,M,W,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,17700    SATICOY                      ST,,34.2084,-118.5186
168,240114004,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2205,1,Central,138,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0311 1822,0,X,X,744.0,HIGH-RISE BUILDING,,,IC,Invest Cont,745,,,,400 E  3RD                          ST,,34.0473,-118.2425
169,241009723,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1500,10,West Valley,1063,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1822 0344,57,F,W,301.0,GAS STATION,,,IC,Invest Cont,331,,,,BURBANK                      BL,RESEDA                       BL,34.1723,-118.536
170,240910118,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1103,9,Van Nuys,926,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),1822 0325 0344,20,M,H,405.0,CLOTHING STORE,,,IC,Invest Cont,442,,,,6500    VAN NUYS                     BL,,34.1903,-118.4399
171,241410966,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2000,14,Pacific,1407,1,330,BURGLARY FROM VEHICLE,0344 1300,24,M,W,101.0,STREET,,,IC,Invest Cont,330,,,,3600    HUGHES                       AV,,34.0252,-118.4041
172,241109070,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1620,11,Northeast,1145,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,RIVERSIDE                    DR,GLENDALE                     BL,34.1111,-118.265
173,241213180,07/04/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2255,12,77th Street,1241,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,25,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other,740,,,,6500    BRYNHURST                    AV,,33.9806,-118.3338
174,241411176,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2027,14,Pacific,1469,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325,0,X,X,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,6800    LA TIJERA                    BL,,33.9773,-118.3718
175,241609165,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2200,16,Foothill,1689,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,8200    SUNLAND                      BL,,34.2194,-118.3688
176,240511215,09/10/2024 12:00:00 AM,07/02/2024 12:00:00 AM,2009,5,Harbor,527,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",,0,,,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,341,,,,600 W  HARRY BRIDGES                BL,,33.7709,-118.2683
177,240709847,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,545,7,Wilshire,777,1,310,BURGLARY,0363 1300 0302 0344 0334 0337 0216 1402 0330,80,M,W,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AA,Adult Arrest,310,998.0,,,1700    BUCKINGHAM                   RD,,34.0438,-118.3342
178,240408582,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,130,4,Hollenbeck,423,1,330,BURGLARY FROM VEHICLE,1300 1307 1302 0344,36,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,330,,,,2900 N  MAIN                         ST,,34.066,-118.2116
179,241910668,08/05/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1205,19,Mission,1967,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606,33,F,H,101.0,STREET,,,IC,Invest Cont,420,,,,9300    GREENBUSH                    AV,,34.2396,-118.4397
180,241213376,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1050,12,77th Street,1266,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1402 0943,16,F,B,101.0,STREET,,,IC,Invest Cont,822,998.0,,,FIGUEROA                     ST,68TH                         ST,33.9661,-118.2849
181,241213125,07/03/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1800,12,77th Street,1255,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510,,,,7700 S  NORMANDIE                    AV,,33.9702,-118.3003
182,240910215,07/08/2024 12:00:00 AM,07/02/2024 12:00:00 AM,341,9,Van Nuys,904,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0344 1822,31,F,H,404.0,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,14900    RAYMER                       ST,,34.2131,-118.4584
183,241411194,07/08/2024 12:00:00 AM,07/02/2024 12:00:00 AM,800,14,Pacific,1409,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,0,X,X,116.0,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,3700    BAGLEY                       AV,,34.0277,-118.3968
184,241310932,07/02/2024 12:00:00 AM,07/02/2024 12:00:00 AM,1220,13,Newton,1394,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0325 0344 1822,36,F,H,408.0,AUTO SUPPLY STORE*,,,IC,Invest Cont,343,,,,7100 S  SAN PEDRO                    ST,,33.9786,-118.2717
